id,name,description,acronyme,billing_address_city,billing_address_country,billing_address_postalcode,date_fermeture,date_ouverture,directeur_unite_id,delegation_regionale,email,equivalence_autre_institut,etat_avancement_convention,idexternecpa,status,website,cotutelles,mandat_demander,typologie_mandat,thematique,thematique_mandat,annee_renouvellement,decision_apres_evaluation,vague_renouvellement,mandataire_unique_pi_valo,mandataire_unique_collab_rd,team_id,team_set_id,assigned_user_id,structure_valorisation_id,delegation_global_gestion_id,delegation_regionale_id,type_convention,pui,num_rnsr
163113,U1085 (mixte Rennes I - Angers - EHESP VOIR EQUIPES (Antilles-Guyane jusqu'à fin 2016)) - IRSET,"Institut de recherche en santé, environnement et travail (IRSET)

Attention le mandat de l'université de Rennes I est réparti par équipe:
Inserm/IT: Roquelaure (ERL), Dejuq-Rainsford, Multigner, Priming, Samson
Université de Rennes : Fardel, Lagadic-Gossman, Pakdel, Theret

Attention: L'équipe 10 Roquelaure est située à Angers

Pour les autres co-tuelles il convient de demander un mandat.",U1085,Rennes,63,35042,,2012-01-01,141723,DR Grand Ouest,,,en_negociation,15769575,actif,,Ecole des Hautes Etudes en Santé Publique; Université de Rennes I,,repartition_equipe,0,,,,b,Répartition par équipes,,1,1,,163982,,161356,,rennes,201722263E
163114,U1086 (mixte Caen),CANCERS ET PREVENTIONS,U1086,Caen,63,14076,,2012-01-01,137582,DR Nord Ouest,,,,15769585,actif,,Université de Caen Normandie,,,0,,,,b,Université de Caen Normandie,Université de Caen Normandie,1,1,14578880,65b453e8-904b-6511-ef87-571a0ef32aad,,157179,,normandie,201722473H
163115,U1087 (mixte Nantes et CNRS),"L'INSTITUT DU THORAX
Convention signée avec l'université de Nantes
CNRS donne mandat à informer cependant

Ancien Dir. : Le Marec Hervé",U1087,Nantes,63,44007,,2012-01-01,223397,DR Grand Ouest,,,,15769595,actif,,Université de Nantes; CNRS,,,0,,,,b,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,163982,,161356,,nantes,201220396X
163117,U1089 (mixte Nantes),"THERAPIE GENIQUE TRANSLATIONNELLE POUR LES MALADIES  NEUROMUSCULAIRES ET DE LA RETINE
Ex Directeur d'Unité : Philippe MOULLIER",U1089,Nantes,63,44007,,2012-01-01,223399,DR Grand Ouest,,,,15769612,actif,,Université de Nantes,,,0,,,,b,Université de Nantes,Université de Nantes,1,1,,163982,,161356,,nantes,200416339X
163118,U1090 (mixte Aix-Marseille) - TAGC,Theories and Approaches of Genomic Complexity,U1090,Marseille,63,13288,,2012-01-01,144154,DR Provence-Alpes-Côte-d'Azur et Corse,,,signee,15769622,actif,,Aix-Marseille Université,,,0,,2024,,c,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,163731,158153,158449,convention_mixite,marseille,201220169A
163119,U1091 (mixte Côte d'Azur et CNRS) - IBV,"INSTITUT DE BIOLOGIE VALROSE - IBV

Gestion des contrats partagée Inserm/CNRS - Répartition par équipe",U1091,Nice Cedex 02,63,06107,,2012-01-01,b3280feb-9519-2ee0-645e-56c6190ca0da,DR Provence-Alpes-Côte-d'Azur et Corse,,,,15769632,actif,,Université Côte d'Azur,,comite_tripartite,0,,2024,,c,Comité tripartite,,1,1,14578880,163731,,158449,,nice,201220170B
163120,U1092 (mixte Limoges et CHU Limoges) - RESINFIT,ANTI-INFECTIEUX : SUPPORTS MOLECULAIRES DES RESISTANCES ET INNOVATIONS THERAPEUTIQUES,U1092,Limoges,63,87025,,2012-01-01,143649,DR Nouvelle Aquitaine,,,,15769641,actif,,Centre Hospitalier Universitaire de Limoges; Université de Limoges,,,0,,,renouvellee,b,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,b627f38d-4cab-941e-1a7d-5e299884fd66,,158454,,,201220172D
163121,U1093 (mixte Bourgogne) - CAPS,"COGNITION , ACTION ET PLASTICITE SENSORI-MOTRICE",U1093,Dijon,63,21078,,2012-01-01,145880,DR Est,,,,15769650,actif,,Université de Bourgogne,,,0,,,,c,Université de Bourgogne,,1,1,14578880,164191,,158457,,bourgogne,201220171C
163122,U1094 (mixte Limoges et CHU Limoges),"Epidémiologie des maladies chroniques en zone tropicale
Changement de DR en 2018 DR Toulouse vers DR Bordeaux",U1094,Limoges,63,87025,,2012-01-01,145003,DR Nouvelle Aquitaine,,,,15769660,actif,,Centre Hospitalier Universitaire de Limoges; Université de Limoges,,,0,,,renouvellee,b,Université de Limoges,Université de Limoges,1,1,14578880,164190,,158454,,,201220173E
163124,U1096 (mixte Rouen) - EnVI,NOUVELLES CIBLES PHARMACOLOGIQUES DE LA PROTECTION ENDOTHELIALE ET DE L'INSUFFISANCE CARDIAQUE,U1096,Rouen,63,76183,,2012-01-01,143704,DR Nord Ouest,,,,15769680,actif,,Université de Rouen Normandie,,,0,,,,b,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,65b453e8-904b-6511-ef87-571a0ef32aad,,157179,,normandie,201220175G
163125,U1097 (mixte Aix-Marseille) - ARA,ARTHRITES AUTO-IMMUNES,U1097,Marseille,63,13288,,2012-01-01,137350,DR Provence-Alpes-Côte-d'Azur et Corse,,,,15769689,actif,,Aix-Marseille Université,,,0,,2024,,c,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,163731,,158449,,marseille,201220176H
163126,U1098 (mixte Besançon et EFS),"Regulation of Immunity for therapeutic Innovation in Graft, Host, Tumor and inflammatory-associated diseases
EFS: MO pour tout ce qui est maladies liées à la transfusion sanguine
IT MO pour le reste",U1098,Besancon,63,25020,,2012-01-01,143033,DR Est,,,,15769698,actif,,Université de Franche Comté; Etablissement Français du Sang,,,1,EFS: MO pour tout ce qui est maladies liées à la transfusion sanguine / IT MO pour le reste,,,c,INSERM / INSERM-TRANSFERT; Etablissement Français du Sang,,1,1,14578880,164191,,158457,,bourgogne,201220177J
163127,U1099 (mixte Rennes I) - LTSI,LABORATOIRE TRAITEMENT DU SIGNAL ET DE L'IMAGE (LTSI),U1099,Rennes,63,35042,,2012-01-01,143487,DR Grand Ouest,,,,15769708,actif,,Université de Rennes I,,,0,,,,b,Université de Rennes I,Université de Rennes I,1,1,14578880,163982,,161356,,rennes,200416333R
163128,U1100 (mixte Tours) - CEPR,CENTRE D'ETUDE DES PATHOLOGIES RESPIRATOIRES (CEPR),U1100,Tours,63,37032,,2012-01-01,141014,DR Grand Ouest,,,,15769718,actif,,Université de Tours - François Rabelais; Université de Tours,,,0,,,,c,Université de Tours - François Rabelais,,1,1,14578880,141e2531-2616-6c05-88d2-5be1a2533815,,161356,,tours_orleans,201220178K
163129,U1101 (mixte Brest et IMT Atlantique ex Télécom Bretagne) - LATIM,OPTIMISATION CONTINUE DES ACTIONS THERAPEUTIQUES PAR L'INTEGRATION D'INFORMATIONS MULTIMODALES (LATIM),U1101,Brest,63,29609,,2012-01-01,145422,DR Grand Ouest,,,,15769727,actif,,"Université de Bretagne-Occidentale - Brest,IMT Atlantique - École nationale supérieure Mines-Télécom Atlantique Bretagne-Pays de la Loire",,,0,,,,b,Université de Bretagne-Occidentale - Brest,Université de Bretagne-Occidentale - Brest,1,1,14578880,163982,,161356,,brest,201220084H
163131,"U1103 (mixte Clermont-Ferrand I, Clermont-Ferrand II et CNRS) - iGReD","GRED : GENETIQUE, REPRODUCTION ET DEVELOPPEMENT",U1103,Clermont Ferrand,63,63001,,2012-01-01,142932,DR Auvergne-Rhône-Alpes,,CNRS/UMR6293,signee,15769746,actif,,Université d'Auvergne - Clermont-Ferrand 1; CNRS,,,0,,,,a,Université Clermont Auvergne,Université Clermont Auvergne,1,1,14578880,164190,,158451,convention_mixite,clermont_ferrand,200820390H
163132,U1104 (mixte Aix-Marseille et CNRS) - CIML,"CENTRE D'IMMUNOLOGIE DE MARSEILLE - LUMINY (CIML)


Gestion des contrats R&D selon les équipes
Gestion PI/Valo : décision par le comité tripartite ",U1104,Marseille cedex 09,63,13288,,2012-01-01,143841,DR Provence-Alpes-Côte-d'Azur et Corse,,,signee,15769756,actif,,Aix-Marseille Université; CNRS,,comite_tripartite,0,,2024,,c,Comité tripartite,CNRS; INSERM TRANSFERT,1,1,14578880,163731,,158449,convention_mixite,marseille,200017461J
163133,U1105 (mixte Amiens),"GROUPE DE RECHERCHE SUR L'ANALYSE MULTIMODALE DE LA FONCTION CEREBRALE

",U1105,Amiens,63,80036,,2012-01-01,145004,DR Nord Ouest,,,en_negociation,15769766,actif,,Université de Picardie Jules Verne - Amiens,,,0,,,,c,,,1,1,14578880,163441,,157179,,,201220180M
163134,U1106 (mixte Aix-Marseille) - INS,INSTITUT DE NEUROSCIENCES DES SYSTEMES - INS,U1106,Marseille,63,13385,,2012-01-01,146470,DR Provence-Alpes-Côte-d'Azur et Corse,,,signee,15769776,actif,,Aix-Marseille Université,,,0,,2024,,c,SATT Sud Est (SATT PACA Corse SAS),Aix-Marseille Université,1,1,14578880,163731,,158449,convention_mixite,marseille,201220181N
163135,U1107 (mixte Clermont-Ferrand I) - Neuro-Dol,"UNITE : NEURO-DOL
Ex Directeur d'Unité : Alain ESCHALIER",U1107,Clermont Ferrand,63,63100,,2012-01-01,142179,DR Auvergne-Rhône-Alpes,,,signee,15769786,actif,,Université d'Auvergne - Clermont-Ferrand 1,,,0,,,,a,Université Clermont Auvergne,Université Clermont Auvergne,1,1,,164190,,158451,convention_mixite,clermont_ferrand,201220182P
163138,U1064 (mixte Nantes) - CRTI,"CENTRE DE RECHERCHE EN TRANSPLANTATION ET IMMUNOLOGIE (CRTI)

Ancien Dir. : Anegon Ignacio",U1064,Nantes,63,44093,,2012-01-01,595b57ae-a717-e93c-1016-56c61921a611,DR Grand Ouest,,,,15769814,actif,,Université de Nantes,,,0,,,,b,Université de Nantes,Université de Nantes,1,1,14578880,163982,,161356,,nantes,201220148C
163139,U1065 (mixte Côte d'Azur) - C3M,CENTRE MEDITERRANEEN DE MEDECINE MOLECULAIRE / C3M,U1065,Nice Cedex 3,63,06204,,2012-01-01,142340,DR Provence-Alpes-Côte-d'Azur et Corse,,,,15769824,actif,,Université Côte d'Azur,,,0,,,,c,INSERM / INSERM-TRANSFERT,,1,1,14578880,163731,,158449,,nice,201220149D
163140,U1066 (mixte Angers et CNRS depuis 2017) - MINT,"MICRO ET NANOMEDECINES BIOMIMETIQUES (MINT)

Ancien Dir. : Benoit Jean-Pierre",U1066,Angers,63,49933,,2012-01-01,143190,DR Grand Ouest,,,,15769833,actif,,Université d'Angers; CNRS,,,0,,,,b,Université d'Angers,Université d'Angers,1,1,14578880,163982,,161356,,angers,201722390T
163141,U1067 (mixte Aix-Marseille et CNRS) - LAI,"ADHESION ET INFLAMMATION (LAI)

Gestion des contrats INSERM/INSERM TRANSFERT:
Au delà de 250 k€, le CNRS doit être impliqué dans la négociation et signature des contrats ",U1067,Marseille,63,13288,,2012-01-01,143980,DR Provence-Alpes-Côte-d'Azur et Corse,,,signee,15769843,actif,,Aix-Marseille Université; CNRS,,comite_tripartite,0,,,,c,Comité tripartite,INSERM,1,1,14578880,163731,,158449,convention_mixite,marseille,200817464C
163142,"U1068 (mixte Aix-Marseille, Paoli Calmettes et CNRS) - CRCM","CENTRE DE RECHERCHE EN CANCÉROLOGIE DE MARSEILLE
La MO contrats est répartie par équipes (voir carto sur chacune des équipes)
La MO PI/Valo est décidée lors du comité tripartite entre CNRS/AMU et Inserm
",U1068,Marseille,63,13273,,2012-01-01,141880,DR Provence-Alpes-Côte-d'Azur et Corse,,,signee,15769853,actif,,Institut Paoli-Calmettes; Aix-Marseille Université; CNRS,,comite_tripartite,0,,2024,,c,Comité tripartite,Répartition par équipes,1,1,14578880,163731,,158449,convention_mixite,marseille,201220152G
163143,U1069 (mixte Tours) - N2COx,Niche Nutrition Cancer Oxydatif (N2COx),U1069,Tours,63,37032,,2012-01-01,143039,DR Grand Ouest,,,,15769863,actif,,Université de Tours - François Rabelais; Université de Tours,,,0,,,,c,Université de Tours - François Rabelais,,1,1,14578880,141e2531-2616-6c05-88d2-5be1a2533815,,161356,,tours_orleans,201220153H
163144,U1070 (mixte Poitiers) - PHAR,Pharmacologie des agents anti-infectieux et antibiorésistance,U1070,Poitiers,63,86022,,2012-01-01,8d9555dc-fa71-1cb3-9727-56c61cb88951,DR Nouvelle Aquitaine,,,,15769872,actif,,Université Poitiers,,,0,,,,b,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,b627f38d-4cab-941e-1a7d-5e299884fd66,,158454,,,201220154J
163145,U1071 (mixte Clermont-Ferrand) - M2iSH,"MICROBES, INTESTIN, INFLAMMATION ET SUSCEPTIBILITE DE L'HOTE",U1071,Clermont Ferrand,63,63000,,2012-01-01,aec29155-6315-a293-b2f1-56c619449858,DR Auvergne-Rhône-Alpes,,,signee,15769882,actif,,Université d'Auvergne - Clermont-Ferrand 1,,,0,,,,a,Université Clermont Auvergne,Université Clermont Auvergne,1,1,14578880,164190,,158451,convention_mixite,clermont_ferrand,201220155K
163147,U1073 (mixte Rouen),"NUTRITION, INFLAMMATION ET DYSFONCTION DE L'AXE INTESTIN-CERVEAU",U1073,Rouen,63,76183,,2012-01-01,146426,DR Nord Ouest,,,,15769901,actif,,Université de Rouen Normandie,,,0,,,,b,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,65b453e8-904b-6511-ef87-571a0ef32aad,,157179,,normandie,201220158N
163148,U1074 (mixte DKFZ),MICROBIOLOGIE ET MALADIES INFECTIEUSES,U1074,Heidelberg,48,,,2012-01-01,82016706-d0fc-bd7f-9be3-56c619bc9491,DR Est,,,,15769910,actif,,German Cancer Research Center,,,0,,,,b,,,1,1,14578880,6d196e98-d18b-f223-f912-62d91c664fdd,,158457,,,201220159P
163149,U1075 (mixte Caen) - COMETE,"COMETE  Mobilités : Vieillissement, pathologie, santé",U1075,Caen,63,14032,,2012-01-01,b6efd2ac-a36d-11ef-be39-506b8df7f2c7,DR Nord Ouest,,,,15769918,actif,,Université de Caen Normandie,,,0,,,,b,Université de Caen Normandie,Université de Caen Normandie,1,1,14578880,65b453e8-904b-6511-ef87-571a0ef32aad,,157179,,normandie,201722479P
163151,U1077 (mixte Caen et EPHE),Neuropsychologie et imagerie de la mémoire humaine (NIMH),U1077,Caen,63,14033,,2012-01-01,140967,DR Nord Ouest,,,,15769937,actif,,Université de Caen Normandie; Ecole Pratique des Hautes Etudes-PSL,,,0,,,,b,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,65b453e8-904b-6511-ef87-571a0ef32aad,,157179,,normandie,201722478N
163152,U1078 (mixte Brest et EFS) - GGB,"GENETIQUE, GENOMIQUE FONCTIONNELLE ET BIOTECHNOLOGIES",U1078,Brest,63,29218,,2012-01-01,142398,DR Grand Ouest,,,,15769947,actif,,Université de Bretagne-Occidentale - Brest; Etablissement Français du Sang,,,0,,,,b,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,163982,,161356,,brest,201220082F
163155,U1081 (mixte Côte d'Azur et CNRS) - IRCAN,"INSTITUT DE RECHERCHE SUR LE CANCER ET LE VIEILLISSEMENT (IRCAN)

Gestion des contrats partagée Inserm/CNRS - Répartition par équipe / Valorisation Comité tripartite",U1081,Nice Cedex 2,63,06107,,2012-01-01,146453,DR Provence-Alpes-Côte-d'Azur et Corse,,,,15769977,actif,,Université Côte d'Azur; CNRS,,comite_tripartite,0,,2024,,c,Comité tripartite,Répartition par équipes,1,1,14578880,163731,,158449,,nice,201220417V
163176,US019,"Unité de services
ESSAIS THERAPEUTIQUES ET MALADIES INFECTIEUSES",US019,Villejuif,63,,,2012-01-01,145480,DR Paris-IDF Sud (ex Paris 11),,,,16570909,actif,,,,,0,,,,e,,,1,1,14578880,164192,,158456,,,201222493B
163253,U1109 (mixte Strasbourg) - IRM,IMMUNO-RHUMATOLOGIE MOLECULAIRE,U1109,Strasbourg,63,67000,,2013-01-01,145044,DR Est,,,,16576652,actif,,Université de Strasbourg,,,0,,,,c,SATT Conectus Alsace,Université de Strasbourg,1,1,14578880,163734,,158457,,strasbourg,201320503J
163254,U1110 (mixte Strasbourg) - IVH,Institut de recherche en médecine translationelle et maladies hépatiques (FR) - Institute for Translational Medicine and Liver Disease (EN),U1110,Strasbourg,63,67000,,2013-01-01,143099,DR Est,,,,16576876,actif,,Université de Strasbourg,,,0,,2024,,c,SATT Conectus Alsace,SATT Conectus Alsace,1,1,14578880,163734,,158457,,strasbourg,200615803F
163255,"U1111 (mixte Lyon I, CNRS et ENS Lyon) - CIRI",CENTRE INTERNATIONAL DE RECHERCHE EN INFECTIOLOGIE (CIRI),U1111,Lyon Cedex 07,63,69364,,2013-01-01,144229,DR Auvergne-Rhône-Alpes,,,,16577041,actif,,Université Lyon I (Claude-Bernard); CNRS; Ecole Normale Supérieure de Lyon,,comite_projets_pulsalys,0,,,renouvellee,a,Comité Projets,,1,1,14578880,164123,,158451,,lyon,201320572J
163256,U1112 (mixte Strasbourg) - LGM,LABORATOIRE DE GENETIQUE MEDICALE,U1112,Strasbourg,63,67000,,2013-01-01,145450,DR Est,,,,16577206,actif,,Université de Strasbourg,,,0,,2024,,c,SATT Conectus Alsace,Université de Strasbourg,1,1,14578880,163734,,158457,,strasbourg,200515207M
163260,U1116 (mixte Lorraine) - DCAC,Acute and chronic cardiovascular deficiency,U1116,Vandoeuvre les Nancy,63,54500,,2013-01-01,145473,DR Est,,,en_negociation,16577646,actif,,Université de Lorraine,,,0,,,,c,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,164191,158153,158457,convention_mixite,nancy,200919207T
163265,U1121 (mixte Strasbourg) - BioMat,BIOMATERIAUX  ET BIOINGENIERIE,U1121,Strasbourg,63,67000,,2013-01-01,140911,DR Est,,,,16577811,actif,,Université de Strasbourg,,,0,,2024,,c,SATT Conectus Alsace,Université de Strasbourg,1,1,14578880,163734,,158457,,strasbourg,201321264L
163306,US006 (mixte Toulouse III et ENVT depuis 2016) - CREFRE,"Unité de service
UMS 006 CREFRE (CENTRE REGIONAL D'EXPLORATION FONCTIONNELLE ET DE RESSOURCES EXPERIMENTALES)
Le CNRS est sur la décision de création de l’unité mais le CNRS n'a jamais été tutelle de l'UMS 006 - CREFRE. Les tutelles sont l'Inserm, l'UPS et l'ENVT.",US006,Toulouse Cedex 01,63,31037,,2011-01-01,141368,DR Occitanie Pyrénées,,,,15771612,actif,,Université Paul Sabatier Toulouse III; Ecole Nationale Vétérinaire de Toulouse,,,0,,,,a,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,163246,,158450,,toulouse,201120187Z
163307,"US008 (mixte Lyon I, CNRS et ENS Lyon)","Unité de services
BIOSCIENCES GERLAND-LYON SUD",US008,Lyon Cedex 7,63,69366,,2011-01-01,254d5805-1ccd-f376-725f-61e878443599,DR Auvergne-Rhône-Alpes,,,,15771901,actif,,CNRS; Université Lyon I (Claude-Bernard); Ecole Normale Supérieure de Lyon,,,0,,,,a,Comité Projets,,1,1,14578880,164123,,158451,,lyon,200716498G
163308,US010 - CépiDC,"Unité de services
CENTRE D'EPIDEMIOLOGIE SUR LES CAUSES MEDICALES DE DECES - CEPIDC",US010,Le kremlin bicetre,63,94276,,2011-04-11,145546,DR Paris-IDF Sud (ex Paris 11),,,,15772167,actif,,,,,0,,,,e,,,1,1,14578880,164192,,158456,,,201120189B
163310,US014 - ORPHANET,"Unité de services
PLATEFORME D'INFORMATION ET DE SERVICES POUR LES MALADIES RARES ET LES MEDICAMENTS ORPHELINS",US014,Paris,63,75014,,2012-01-01,17018eba-4595-aac8-d0d2-55895990c791,DR Paris-IDF Centre Est (ex Paris 6-12),,,,15772838,actif,,,,,0,,,,d,,,1,1,14578880,164189,,158452,,,201220192A
163311,"US016 (mixte Nantes, CNRS et CHU Nantes depuis 2017) - BioCore","BioCore (ex Unité de services SANTE, FRANCOIS BONAMY)",US016,Nantes Cedex 1,63,44007,,2012-01-01,144003,DR Grand Ouest,,,,15773308,actif,,Centre Hospitalier Universitaire de Nantes; CNRS; Université de Nantes,,,0,,2022,,b,Université de Nantes,Université de Nantes,1,1,14578880,163982,,161356,,nantes,201221332P
163312,"US017 (mixte Grenoble I, CHU Grenoble et CNRS) - IRMaGe","Unité de services
IRM GRENOBLE (IRMAGE)",US017,La Tronche,63,38700,,2012-01-01,143194,DR Auvergne-Rhône-Alpes,,,,15773488,actif,,Université Grenoble Alpes; Centre Hospitalier Universitaire Grenoble Alpes; CNRS,,,0,,,,a,,,1,1,14578880,164193,,158451,,grenoble,201221711B
163599,US004 (mixte Bordeaux et CNRS) - BIC,"Unité de service
BORDEAUX IMAGING CENTER - BIC",US004,Bordeaux,63,33076,,2011-01-01,140858,DR Nouvelle Aquitaine,,,,15771257,actif,,CNRS; Université de Bordeaux,,,0,,,,b,Université de Bordeaux,Université de Bordeaux,1,1,14578880,162315,,158454,,bordeaux,201120186Y
163600,US001 (mixte Bordeaux et CNRS) - IECB,"Unité de services
SOUTIEN A LA RECHERCHE DE L'INSTITUT EUROPEEN DE CHIMIE BIOLOGIQUE",US001,Pessac,63,,,2010-01-01,224027,DR Nouvelle Aquitaine,,,,15770836,actif,,Université de Bordeaux; CNRS,,,0,,,,b,CNRS; Université de Bordeaux,Université de Bordeaux,1,1,14578880,162315,,158454,,bordeaux,201119540W
163601,US002 (mixte INED et EFS) - ELFE,ETUDE LONGITUDINALE FRANCAISE DEPUIS L'ENFANCE (ELFE),US002,AUBERVILLIERS CEDEX,63,93322,,2010-03-12,137677,DR Paris-IDF Centre Nord (ex Paris 5-7),,,,15770974,actif,,Etablissement Français du Sang; Institut National d'Etudes Démographiques,,,0,,2024,,e,,,1,1,14578880,6d196e98-d18b-f223-f912-62d91c664fdd,,161184,,,201020184A
163602,US007 (mixte Lyon I et CNRS (Hospices Civils Lyon jusqu'à fin 2015)),"Unité de services
SANTE LYON EST - LOUIS LEOPOLD OLLIER",US007,Lyon Cedex 8,63,69373,,2011-01-01,145085,DR Auvergne-Rhône-Alpes,,,,15771741,actif,,CNRS; Université Lyon I (Claude-Bernard),,,0,,,,a,Comité Projets,,1,1,14578880,164123,,158451,,lyon,201119838V
163603,US009 (mixte Montpellier et CNRS) - BCM,"Unité de services
BIOCAMPUS MONTPELLIER",US009,Montpellier cedex 5,63,34094,,2011-01-01,4108d402-e11a-5202-9c91-61e879bb7d50,DR Occitanie Méditerranée,,,signee,15772032,actif,,CNRS; Université de Montpellier,,,0,,,,a,,,1,1,14578880,164224,,158453,convention_mixite,montpellier,201119514T
163604,US012 (mixte Aix-Marseille II et CNRS) - CIPHE,"Unité de service
CENTRE D'IMMUNOPHENOMIQUE - CIPHE

Gestion des contrats Inserm:
Au delà de 250 k€ le CNRS doit être impliqué dans la négociation et signature des contrats",US012,Marseille,63,,,2011-08-01,144878,DR Provence-Alpes-Côte-d'Azur et Corse,,,,15772343,actif,,CNRS; Aix-Marseille Université,,comite_tripartite,0,,,,c,Comité tripartite,INSERM / INSERM-TRANSFERT,1,1,14578880,163731,,158449,,marseille,201120190C
163605,US015 (mixte Toulouse III et CHU Toulouse) - F-CRIN,"Unité de services
PLATEFORME F-CRIN",US015,Toulouse,63,,,2012-01-01,145428,DR Occitanie Pyrénées,,,,15773172,actif,,Université Paul Sabatier Toulouse III; Centre Hospitalier Universitaire Toulouse,,,0,,,,a,Université Paul Sabatier Toulouse III; INSERM / INSERM-TRANSFERT,Centre Hospitalier Universitaire Toulouse; Université Paul Sabatier Toulouse III; INSERM / INSERM-TRANSFERT,1,1,14578880,163246,,158450,,toulouse,201221273A
163606,US018 (mixte Rennes I et CNRS) - BIOSIT,"Unité de services
BIOLOGIE - SANTE - INNOVATION TECHNOLOGIQUE (BIOSIT)",US018,Rennes,63,,,2012-01-01,139089,DR Grand Ouest,,,,15773659,actif,,Université de Rennes I; CNRS,,,0,,2022,,b,Université de Rennes I,Université de Rennes I,1,1,14578880,163982,,161356,,rennes,201220717W
163699,US003 - P4,"Unité de service
LABORATOIRE P4 - JEAN MERIEUX
le P4 est sous tutelle Inserm uniquement ",US003,Lyon CEDEX 7,63,69365,,2010-01-01,141165,DR Auvergne-Rhône-Alpes,,,,15771112,actif,,,,,0,,,,a,,,1,1,14578880,164123,,158451,,,201020185B
163700,US005 (mixte Bordeaux et CNRS) - TBM CORE,"Unité de service
TRANSBIOMED : BIOLOGIE FONDAMENTALE ET APPLIQUÉE A LA MÉDECINE",US005,Bordeaux CEDEX,63,33076,,2011-01-01,144806,DR Nouvelle Aquitaine,,,,15771458,actif,,Université de Bordeaux; CNRS,,,0,,,,b,INSERM / INSERM-TRANSFERT,INSERM / INSERM-TRANSFERT,1,1,14578880,162315,,158454,,bordeaux,201119610X
163887,U1148 (mixte Paris VII et Paris XIII) - LVTS,LABORATOIRE DE RECHERCHE VASCULAIRE TRANSLATIONNELLE,U1148,Paris,63,75018,,2014-01-01,140850,DR Paris-IDF Centre Nord (ex Paris 5-7),,UMR_S 1148 - LVTS,,17932626,actif,,Université Paris 13 Paris Nord (dit Université Sorbonne Paris Nord); Université Paris Diderot – Paris 7 (Paris VII),,alliance,0,,,,d,Alliance,,1,1,14578880,163410,,161184,,paris_cite,201420730B
163889,U1163 (mixte Paris V - CNRS VOIR EQUIPES) - IHU IMAGINE,"IHU IMAGINE (ex U768, U781, U980, U983, U989)

Convention imagine signée. Pour les contrats de R&D:
Imagine a le mandat de négociation et de signature sur les contrats de R&D sans PI pré existante.
Imagine a le mandat de négociation mais pas de signature sur les contrats de R&D avec PI pré existante.

Pour la PI/Valo
Inserm a le mandat pour la recherche expérimentale
L'APHP a le mandat pour la recherche clinique si APHP promoteur
Inserm a le mandat pour la recherche clinique si Inserm promoteur

ll faut désigner APHP, UPC, et Imagine Copro. Partage à parts égales",U1163,Paris,63,75015,,2014-01-01,5d3ab7ba-de21-11ef-aea0-506b8df7f2c7,DR Paris-IDF Centre Nord (ex Paris 5-7),dpd@imagine.fr,UMR_S 1163 - Imagine,signee,17994894,actif,,Université Paris Descartes (Paris V),,,1,Inserm mandat recherche expérimentale ou inserm promoteur/APHP mandat rech clinique ou si APHP promoteur,2024,,d,INSERM / INSERM-TRANSFERT; AP-HP Assistance Publique - Hôpitaux de Paris,IHU IMAGINE - Institut des maladies génétiques; INSERM TRANSFERT,1,1,14578880,163410,158153,161184,convention_valorisation,paris_cite,201420829J
163890,U1151 (mixte Paris V et CNRS) - INEM,INSTITUT NECKER-ENFANTS MALADES - CENTRE DE MEDECINE MOLECULAIRE,U1151,Paris,63,75015,,2014-01-01,143091,DR Paris-IDF Centre Nord (ex Paris 5-7),,UMR 8253 ; UM 111 - INEM,,18023781,actif,,CNRS; Université Paris Descartes (Paris V),,alliance,0,,2024,,d,Alliance,,1,1,14578880,163410,,161184,,paris_cite,201420755D
163894,U1139 (mixte Paris V) - FPRM,PHYSIOPATHOLOGIE ET PHARMACOTOXICOLOGIE PLACENTAIRE HUMAINE,U1139,Paris,63,75270,,2014-01-01,139955,DR Paris-IDF Centre Nord (ex Paris 5-7),,UMR_S 1139 - 3PHM,,18109402,actif,,Université Paris Descartes (Paris V),,alliance,0,,2024,,d,Alliance,,1,1,14578880,163410,,161184,,paris_cite,201420828H
